  -4.9515528285650747E-003   89.700528817107681        159.22067522952531       -4.9515528285650747E-003
  -5.0931819898453858E-003   89.730544510258667        159.22048708761491       -5.0223674092052303E-003
  -5.1826993981614394E-003   89.755205163605922        159.22016870502978       -5.0758114055239672E-003
  -5.2329611648854364E-003   89.773972298057018        159.21971791689830       -5.1150988453643343E-003
  -5.2203716682866150E-003   89.786506659716622        159.21913350605948       -5.1361534099487903E-003
  -5.1623170188153369E-003   89.792661211259926        159.21841577257806       -5.1405140114265486E-003
  -5.0626823734765628E-003   89.792368605685994        159.21756611456826       -5.1293952060051220E-003
  -4.8998207383336373E-003   89.785793605233778        159.21658693375150       -5.1006983975461859E-003
  -4.6772788897019926E-003   89.773193547441466        159.21548215836708       -5.0536517855634981E-003
  -4.4138794490990322E-003   89.754894301685482        159.21425715692112       -4.9896745519170515E-003
  -4.1277091535085464E-003   89.731399890134654        159.21291828458342       -4.9113140611526419E-003
  -3.7874371000814634E-003   89.703181990605671        159.21147244610333       -4.8176576477300436E-003
  -3.4136414161951381E-003   89.670890805211613        159.20992785208489       -4.7096563991504354E-003
  -3.0112538329050320E-003   89.635146379786221        159.20829352192951       -4.5883419301329057E-003
  -2.5857401850283399E-003   89.596719696168350        159.20657916558807       -4.4548351471259354E-003
  -2.1397549451509078E-003   89.556422437417822        159.20479505083972       -4.3101426345024960E-003
  -1.6947119812897363E-003   89.515188621755755        159.20295193957384       -4.1562937725488037E-003
  -1.2289556533765405E-003   89.473852586628922        159.20106057047806       -3.9936638770392335E-003
  -7.6922867069761003E-004   89.433457013713621        159.19913218264583       -3.8239567609159898E-003
  -3.3215873016870879E-004   89.395025641688463        159.19717786934109       -3.6493668593786258E-003
   8.9472753444859969E-005   89.359555016572997        159.19520817702437       -3.4713268778156026E-003
   4.6903503428908153E-004   89.328022343659043        159.19323327926691       -3.2922195181744811E-003
   8.3151030291041522E-004   89.301440742402349        159.19126233423128       -3.1129269172577466E-003
   1.1469964165995521E-003   89.280708083195407        159.18930408793315       -2.9354301116803587E-003
   1.4399161465652179E-003   89.266472278405061        159.18736615231248       -2.7604162613505357E-003
   1.6795145185695718E-003   89.259146182707553        159.18545559511122       -2.5896496928920700E-003
   1.8945344539950167E-003   89.258807425866593        159.18357819710113       -2.4235687985629190E-003
   2.0676133279488701E-003   89.265064792933927        159.18173914516868       -2.2631694369017836E-003
   2.2073786875401952E-003   89.277163725076505        159.17994261489645       -2.1090126050244740E-003
   2.3192398175537251E-003   89.294043775114986        159.17819197738294       -1.9614041909385340E-003
   2.4054809355117278E-003   89.314435260177376        159.17648993120045       -1.8205369287949771E-003
   2.4826880673789846E-003   89.336797272037813        159.17483855641055       -1.6860611476645407E-003
   2.5617217085549824E-003   89.359737272817355        159.17323971545375       -1.5573404550518280E-003
   2.6531189633474789E-003   89.381807981156712        159.17169531464526       -1.4335034133342011E-003
   2.7527837550935285E-003   89.401737075255042        159.17020755870939       -1.3138952085219803E-003
   2.8554258786574198E-003   89.418466907720060        159.16877885227510       -1.1980807338781080E-003
   2.9853730242573452E-003   89.431177630581175        159.16741167151659       -1.0850144160906635E-003
   3.1379913187055274E-003   89.439346879566472        159.16610915148701       -9.7388268622760569E-004
   3.3188216729043022E-003   89.442596212280321        159.16487497415494       -8.6381334368576198E-004
   3.5229335271829598E-003   89.440869157298465        159.16371350201482       -7.5414467191404393E-004
   3.7352670618247021E-003   89.434316085491048        159.16262965999798       -6.4464682474968426E-004
   3.9524601637207796E-003   89.423362212314217        159.16162857143209       -5.3519189645276854E-004
   4.2034607272012576E-003   89.408590235462000        159.16071547703621       -4.2499067264686094E-004
