       13500
Ar     1  0.7876051E+02  0.7958266E+02  0.4634069E+00  0.2124740E-04  0.4192158E-04 -0.3532434E-04
Ar     2  0.1412786E+01  0.2816369E+01  0.4137631E+00  0.3322442E-04  0.8493447E-05  0.7381494E-04
Ar     3  0.1557086E+01  0.7955300E+02  0.3067044E+01 -0.2425265E-04  0.4361396E-05 -0.3568119E-04
Ar     4  0.7883180E+02  0.2479744E+01  0.2961828E+01  0.2016484E-04  0.1448329E-04 -0.8705037E-05
Ar     5  0.7885762E+02  0.7976977E+02  0.5534372E+01 -0.4244898E-04 -0.4431400E-04  0.8715873E-04
Ar     6  0.1574688E+01  0.2446892E+01  0.5751133E+01  0.5152681E-04  0.2387155E-04 -0.1078410E-04
Ar     7  0.1578914E+01  0.7975548E+02  0.8116568E+01  0.5449702E-04 -0.4031695E-04 -0.1033997E-03
Ar     8  0.7855102E+02  0.2581486E+01  0.8309452E+01  0.9985218E-05  0.1987998E-04  0.2171378E-04
Ar     9  0.7850265E+02  0.7963855E+02  0.1105885E+02  0.7360643E-04 -0.1229953E-04 -0.5164471E-04
Ar    10  0.1686778E+01  0.2527426E+01  0.1102063E+02 -0.8683854E-05 -0.8926518E-05  0.1523296E-04
Ar    11  0.1740996E+01  0.7961653E+02  0.1344540E+02 -0.1146367E-04 -0.8580355E-05  0.4384686E-04
Ar    12  0.7879299E+02  0.2325253E+01  0.1374300E+02  0.3770405E-04  0.2679306E-04  0.5109065E-04
Ar    13  0.7873276E+02  0.7975003E+02  0.1654558E+02 -0.5248603E-05  0.3045309E-04 -0.2777504E-05
Ar    14  0.1611079E+01  0.2802389E+01  0.1640240E+02  0.9492737E-05 -0.2692400E-04 -0.1132679E-04
Ar    15  0.1648228E+01  0.7973713E+02  0.1901178E+02 -0.2210099E-04  0.6339085E-04  0.5666846E-05
Ar    16  0.7880352E+02  0.2648169E+01  0.1891833E+02 -0.1998894E-04  0.4065419E-04  0.5059515E-04
Ar    17  0.7888303E+02  0.7979356E+02  0.2168566E+02  0.5290412E-04 -0.1404866E-04 -0.1340219E-04
Ar    18  0.1608061E+01  0.2643938E+01  0.2172831E+02 -0.3535595E-05  0.1353421E-04  0.1958836E-04
Ar    19  0.1739658E+01  0.7955299E+02  0.2427232E+02  0.2199566E-04  0.5772037E-05 -0.9548989E-05
Ar    20  0.7870676E+02  0.2354481E+01  0.2435934E+02  0.9169239E-05 -0.4048830E-05  0.1630571E-04
Ar    21  0.7903999E+02  0.7938445E+02  0.2684265E+02  0.7212210E-04  0.7888837E-06 -0.2366393E-04
Ar    22  0.1591633E+01  0.2402830E+01  0.2707087E+02 -0.3133925E-04  0.5068092E-04  0.2315515E-04
Ar    23  0.1791270E+01  0.7961691E+02  0.2958751E+02  0.2180296E-04 -0.3656273E-04  0.7560490E-05
Ar    24  0.7871093E+02  0.2575100E+01  0.2967258E+02 -0.5088580E-04 -0.2248093E-04 -0.3717026E-05
Ar    25  0.7856496E+02  0.7958381E+02  0.3269503E+02  0.3198229E-04  0.5622230E-04 -0.5368130E-05
Ar    26  0.1492190E+01  0.2422701E+01  0.3210933E+02 -0.2703884E-04 -0.6735953E-05  0.1333341E-04
Ar    27  0.1644106E+01  0.7966917E+02  0.3486414E+02 -0.4295088E-04  0.5887345E-05  0.5707052E-04
Ar    28  0.7892059E+02  0.2507577E+01  0.3505678E+02  0.1920923E-04 -0.5520106E-04 -0.4992451E-04
Ar    29  0.7901696E+02  0.7970396E+02  0.3754407E+02 -0.2361332E-04 -0.3626265E-04 -0.4385198E-04
Ar    30  0.1759288E+01  0.2538841E+01  0.3756933E+02 -0.7400394E-04  0.4456880E-05 -0.6746804E-05
Ar    31  0.1592317E+01  0.7967102E+02  0.4049384E+02 -0.1159624E-04  0.3084817E-04  0.1153447E-04
Ar    32  0.7862350E+02  0.2595043E+01  0.4028980E+02 -0.3868002E-04  0.5897051E-05  0.4877944E-05
Ar    33  0.7881444E+02  0.7974366E+02  0.4297521E+02  0.3042939E-04 -0.1399031E-04 -0.5122985E-04
Ar    34  0.1608551E+01  0.2599050E+01  0.4293572E+02 -0.1642659E-04  0.9463049E-05 -0.3799940E-04
Ar    35  0.1568765E+01  0.7942944E+02  0.4570988E+02 -0.1086564E-03 -0.2342653E-04  0.5492748E-04
Ar    36  0.7868493E+02  0.2563206E+01  0.4569213E+02 -0.2784530E-04 -0.4225458E-04  0.1592953E-04
Ar    37  0.7886538E+02  0.7965692E+02  0.4827107E+02 -0.3443623E-05 -0.9891882E-05 -0.9283481E-05
Ar    38  0.1707544E+01  0.2419726E+01  0.4830105E+02  0.1400867E-04 -0.5109376E-04 -0.4694251E-04
Ar    39  0.1397990E+01 -0.8326106E-01  0.5119311E+02  0.6516733E-04  0.4293483E-04  0.4262261E-04
Ar    40  0.7873398E+02  0.2678949E+01  0.5086580E+02  0.3492730E-04  0.2707340E-04 -0.1947126E-04
Ar    41  0.7864329E+02  0.7961913E+02  0.5357230E+02 -0.4262562E-04 -0.2145677E-04  0.1489461E-04
Ar    42  0.1541265E+01  0.2454998E+01  0.5360462E+02  0.2657927E-04  0.2742747E-04  0.4646132E-04
Ar    43  0.1454283E+01  0.7948605E+02  0.5623245E+02 -0.4653282E-04 -0.5805468E-04  0.8601806E-04
Ar    44  0.7876522E+02  0.2705332E+01  0.5621119E+02  0.6620392E-05  0.2869790E-04 -0.1802129E-04
